level,sat,ordered,age,speed,single,dist,income,range
0,5,2,25,1,0,140,121222.4845,3
0,5,3,26,1,0,97,122246.1792,3
0,5,2,26,1,0,97,102594.1168,2
0,5,2,25,1,0,105,114067.3704,2
1,7,4,25,2,0,91,106498.8206,2
0,5,2,25,1,0,134,107182.9232,2
0,5,1,25,3,0,81,94344.65794,2
1,6,2,25,3,0,73,94352.88222,2
0,5,1,26,3,0,101,100832.5226,2
1,7,6,26,1,0,106,110128.3875,2
0,5,3,26,3,0,26,124507.5936,3
1,6,4,25,1,0,81,95492.74568,2
0,5,3,26,1,1,119,124134.3466,3
1,6,3,25,1,0,125,99651.92691,2
0,5,2,26,3,0,85,110445.1383,2
1,7,3,25,2,0,132,96307.76565,2
1,6,4,26,1,0,87,118495.5666,2
1,6,2,26,1,0,115,104910.2677,2
0,5,2,26,2,0,116,107060.403,2
0,5,3,25,2,0,42,114152.3508,2
1,6,5,26,2,0,46,69064.12896,1
1,7,4,25,2,0,85,130691.5683,3
1,6,2,25,1,0,85,84375.71258,2
0,5,2,26,3,0,98,104196.9343,2
1,6,5,26,1,0,95,107931.6987,2
1,6,2,25,3,0,96,81215.42637,2
1,6,2,26,1,0,119,93906.84999,2
0,5,1,25,1,0,82,100385.0781,2
0,5,2,26,1,0,67,106811.8957,2
0,5,3,26,2,0,69,90598.59561,2
0,5,3,26,3,1,119,115362.1068,2
1,6,4,26,1,0,75,114068.2666,2
1,7,2,26,1,0,120,81786.52605,2
0,5,2,26,2,0,97,86008.70882,2
1,6,5,26,1,0,116,104719.8138,2
1,6,1,25,2,0,118,108766.9678,2
1,6,6,26,2,0,139,97167.43868,2
0,5,4,26,3,1,105,133080.0428,3
1,6,4,26,1,0,152,87379.39391,2
1,6,2,25,1,0,111,77745.54396,1
1,6,5,25,1,0,131,84114.52506,2
1,6,3,25,1,0,59,135556.3296,3
0,5,2,26,1,0,116,106090.8966,2
0,5,2,25,3,0,126,74791.86418,1
1,8,1,25,2,1,59,103154.5995,2
1,6,4,25,1,0,119,120809.349,3
1,7,2,25,3,0,118,115660.1307,2
0,5,2,25,1,0,129,76859.09777,1
1,7,4,25,2,0,81,83791.83762,2
1,6,2,25,3,0,109,110241.9499,2
0,5,3,26,1,0,103,94504.47345,2
0,5,2,26,3,0,73,96327.43675,2
1,7,3,26,2,0,70,109177.3226,2
1,6,2,26,2,0,134,92446.35652,2
1,6,4,25,3,0,119,119327.0868,2
1,6,5,26,1,1,130,89566.9998,2
1,6,5,26,2,0,95,96875.13084,2
0,4,4,26,1,0,86,103779.9172,2
1,8,3,26,1,0,124,118804.8913,2
1,7,5,26,2,0,102,111022.0378,2
0,4,1,27,3,0,93,90895.33415,2
0,5,1,25,1,0,140,79407.67245,1
0,5,3,26,3,0,121,108517.3689,2
1,6,4,25,1,0,82,99410.7133,2
1,6,5,25,1,0,171,100990.0076,2
1,6,3,25,2,0,65,100401.8117,2
0,5,2,26,3,1,166,127939.0155,3
1,6,2,25,1,0,75,111183.9839,2
1,7,3,25,2,0,113,101519.7761,2
0,5,2,25,1,0,162,92504.65997,2
1,6,2,26,1,0,118,82845.34255,2
0,5,2,26,3,0,112,94723.97543,2
1,7,3,25,2,1,82,91787.16853,2
1,6,4,26,3,0,87,126990.9056,3
0,5,2,26,3,0,137,114267.7234,2
1,6,6,26,1,0,78,74332.60849,1
1,7,2,25,2,0,120,92205.06033,2
0,5,2,26,1,0,92,97701.18085,2
0,5,2,26,1,0,74,89128.06347,2
1,8,5,25,1,0,28,68302.84765,1
1,7,2,25,2,0,86,110605.7948,2
1,6,4,26,1,0,101,112460.9987,2
1,7,1,26,1,0,63,124076.4474,3
0,5,2,26,2,1,119,85076.40975,2
1,6,2,25,1,0,90,90551.12005,2
1,6,2,26,1,1,77,96555.81438,2
1,7,4,25,1,0,85,118755.3866,2
0,5,2,26,1,0,68,102545.6359,2
0,5,2,26,1,0,92,91473.74971,2
0,5,1,26,2,0,72,93894.23845,2
0,5,2,25,1,0,48,110251.6922,2
0,5,3,27,1,0,104,97067.09493,2
0,5,3,25,2,0,96,111697.8168,2
1,6,2,25,1,0,87,101744.5763,2
1,7,4,26,2,1,121,89186.88566,2
1,6,1,25,1,0,101,126943.9705,3
1,7,6,26,2,0,77,81289.7017,2
1,7,5,26,1,0,124,101758.5116,2
1,6,4,26,3,0,123,109788.8921,2
1,6,1,25,3,0,147,101427.4683,2
0,3,3,26,3,0,136,98103.28371,2
1,6,3,25,1,0,89,84427.7189,2
0,5,1,25,2,0,57,78444.3244,1
1,6,3,25,1,0,137,91159.40383,2
1,6,1,26,2,0,108,96472.10978,2
1,6,3,25,1,0,79,104663.8104,2
1,7,2,26,1,0,94,96480.31897,2
1,7,4,25,1,0,119,132839.0344,3
1,6,3,25,1,0,70,97494.652,2
0,5,3,26,2,0,118,118139.3999,2
1,6,2,26,1,0,92,115346.4543,2
1,6,4,26,3,0,69,94052.46491,2
1,6,1,25,1,0,123,96136.40713,2
1,6,3,26,2,0,112,121119.3576,3
0,5,2,26,1,0,79,100574.2147,2
1,7,3,25,1,0,122,135010.4052,3
0,5,2,26,1,0,142,100612.5912,2
1,7,3,25,1,0,81,108623.8156,2
1,7,5,26,3,0,62,103925.6507,2
1,6,5,26,1,0,98,131332.4752,3
1,8,5,26,1,0,135,108167.3066,2
1,7,3,25,1,0,94,95400.04985,2
0,5,3,25,1,0,103,91519.20306,2
1,7,4,25,1,0,70,94446.73637,2
1,6,3,25,1,1,84,105820.4874,2
0,5,4,25,2,0,135,79162.25251,1
1,6,2,25,3,0,67,118133.7344,2
1,7,7,26,2,0,108,102936.3378,2
0,5,4,26,2,0,105,119412.2597,2
0,5,1,26,1,0,86,108387.8728,2
0,5,4,26,2,0,101,76627.43188,1
1,6,3,25,1,0,120,113702.0035,2
1,7,5,25,2,1,102,126727.0426,3
1,6,2,26,3,0,54,137331.2292,3
1,6,4,25,1,0,104,77060.61057,1
0,5,1,26,1,0,52,118783.1225,2
0,5,2,26,1,0,123,90731.56025,2
1,6,3,26,3,0,82,127675.7685,3
1,6,3,26,1,0,77,79378.4786,1
1,8,4,26,3,0,90,104145.6069,2
1,7,4,25,1,1,111,81870.12958,2
1,6,2,25,3,1,72,109426.9884,2
1,6,2,25,1,0,96,108193.2697,2
0,5,2,27,1,0,121,102673.9795,2
0,5,2,27,1,0,135,108043.8547,2
1,6,4,25,1,0,151,133655.3486,3
1,6,3,25,2,0,114,101513.2975,2
0,5,3,26,2,0,116,154510.8404,3
1,7,3,25,2,0,68,105108.1411,2
1,6,3,26,2,0,125,82287.6562,2
1,6,4,26,2,0,113,106607.7747,2
0,5,3,26,1,0,94,119336.8861,2
1,6,4,26,1,0,99,109921.9688,2
0,5,5,26,1,0,83,97775.22835,2
0,5,2,26,2,0,58,88319.3956,2
0,5,1,26,1,0,119,113515.5247,2
1,6,3,25,1,0,116,79373.1459,1
1,7,5,25,2,0,82,105838.2049,2
0,5,3,27,2,0,72,87281.25298,2
0,5,2,26,1,0,88,99096.35782,2
1,8,4,25,3,0,75,83660.58755,2
1,6,6,26,2,0,82,71043.69153,1
0,5,2,25,1,0,81,113071.1998,2
1,6,5,26,2,0,115,102794.3595,2
0,5,5,26,1,0,88,82941.69714,2
1,7,3,26,1,0,61,95006.53142,2
0,5,2,26,1,0,84,92194.35181,2
0,5,1,25,2,0,104,91167.44025,2
0,5,2,25,1,0,78,116614.7337,2
0,5,3,26,2,0,113,103148.5696,2
0,4,2,25,1,0,138,114810.2264,2
1,8,5,26,1,0,90,109779.8831,2
1,6,3,25,1,0,124,79327.63292,1
1,6,4,26,1,0,83,80605.32979,2
1,6,4,25,3,0,123,102886.7067,2
1,6,4,26,1,0,123,131253.0684,3
1,6,2,25,1,0,68,115664.2923,2
1,6,3,25,1,0,105,109690.5272,2
1,6,3,27,3,0,93,122641.3031,3
0,5,2,25,2,0,131,114202.4152,2
1,6,4,26,3,0,112,92407.78969,2
1,6,2,25,2,1,85,120233.6893,3
1,6,2,26,3,0,109,100505.9834,2
1,6,4,26,2,0,146,105680.2076,2
0,5,2,26,2,0,75,80292.77072,2
1,6,1,25,2,0,104,83448.94696,2
0,5,2,26,2,0,24,83906.09552,2
1,6,4,25,2,0,93,113030.5094,2
1,6,2,26,3,0,79,84052.2305,2
0,5,2,26,2,1,85,102220.6085,2
1,6,3,26,3,0,76,127313.7523,3
1,6,3,26,3,0,131,109744.7209,2
0,5,2,26,3,0,89,97181.42502,2
1,7,3,26,1,0,62,75643.319,1
1,6,3,25,3,0,109,106782.0899,2
0,5,3,26,2,0,158,99498.0613,2
1,8,5,26,1,0,99,136899.7309,3
1,7,3,25,3,0,118,84042.22256,2
1,6,2,26,1,1,74,129617.9603,3
1,7,5,25,3,0,94,121593.454,3
0,5,3,25,1,0,94,95417.0645,2
1,7,3,25,2,0,116,94942.94512,2
0,5,2,26,1,0,81,92191.78005,2
0,5,4,26,1,0,112,99010.7186,2
1,6,2,26,1,1,90,90608.846,2
1,6,4,26,2,0,101,93334.2422,2
0,4,3,26,2,0,163,105385.2839,2
0,5,3,25,1,0,69,94211.95796,2
0,5,2,26,1,1,89,112936.5349,2
1,6,4,25,1,0,87,97210.63315,2
1,7,3,25,3,0,80,96647.97659,2
1,7,6,26,2,0,105,96487.98286,2
1,6,2,26,3,0,105,76641.66364,1
1,6,2,26,3,0,82,109041.0027,2
0,5,4,26,3,0,97,109040.6355,2
1,6,5,25,3,0,117,78311.92781,1
0,5,2,26,2,0,90,129337.9248,3
0,3,4,26,2,0,136,129054.0159,3
1,7,5,25,1,0,87,108779.5636,2
1,6,2,25,3,0,136,94967.09818,2
1,6,2,25,3,0,82,117684.644,2
0,5,2,26,1,0,80,77977.7937,1
1,8,4,26,3,0,123,98667.12071,2
0,4,4,26,2,0,111,78224.49175,1
1,6,3,25,3,0,120,108780.4105,2
0,4,5,26,2,0,84,104131.5543,2
1,6,4,25,3,0,114,97816.86586,2
0,5,2,26,2,0,102,96356.71449,2
0,5,2,26,1,0,81,98457.2119,2
1,6,3,25,1,0,49,77627.93816,1
1,6,3,25,1,0,88,102968.092,2
1,7,4,26,3,0,118,98759.60349,2
0,5,2,26,3,0,62,112291.9949,2
1,7,5,26,1,0,83,110255.8157,2
0,5,2,26,2,0,96,104937.3917,2
1,6,5,26,3,0,125,92806.3623,2
1,6,4,26,1,0,137,101230.5377,2
0,5,3,25,2,0,113,103243.8788,2
1,6,3,26,3,0,95,67523.84303,1
1,6,3,26,3,0,123,72428.64038,1
0,5,2,26,2,1,85,93993.28115,2
1,6,4,25,2,0,111,82171.98453,2
1,7,4,26,1,0,113,84609.21514,2
0,5,3,25,1,0,92,97506.74019,2
1,7,3,26,3,0,89,68882.29962,1
1,6,3,25,2,0,88,115817.6097,2
1,7,5,26,1,0,136,102642.3207,2
1,6,2,25,2,1,97,105145.6328,2
1,6,4,26,1,1,108,103782.3904,2
0,5,3,25,3,0,70,105495.5335,2
1,8,5,26,2,0,112,82476.27028,2
1,6,3,26,2,0,83,78176.46812,1
1,6,2,25,3,1,104,103688.461,2
1,6,2,26,3,0,98,100050.8973,2
1,6,5,25,2,0,148,90358.71292,2
1,6,4,25,3,0,65,96529.02175,2
0,4,3,25,1,0,114,89252.36332,2
1,6,2,26,1,0,104,113454.4232,2
0,5,3,25,2,0,111,81022.50739,2
1,6,4,25,1,0,75,108235.0981,2
1,7,6,25,1,0,89,98028.89829,2
1,6,3,26,3,0,68,96127.45958,2
1,6,4,26,3,0,114,85225.31026,2
1,6,4,26,2,0,32,91826.92875,2
1,6,2,26,2,1,66,75177.18457,1
1,6,2,25,2,0,52,98967.55188,2
1,6,5,25,3,0,100,90740.23384,2
0,5,3,26,2,0,81,98078.26784,2
1,6,4,26,1,0,97,100040.4031,2
0,5,2,25,1,0,128,110588.1379,2
1,6,2,26,1,0,133,137183.9043,3
1,6,3,26,1,0,119,91123.32461,2
0,5,2,26,2,1,92,130258.1903,3
1,7,5,26,1,1,86,87600.43634,2
1,6,4,26,3,0,107,83983.10093,2
0,5,4,25,2,1,101,91178.74256,2
0,5,1,26,1,0,130,101222.3597,2
0,5,2,26,3,0,104,119037.3871,2
1,7,3,26,2,0,105,90646.29877,2
1,7,4,26,2,0,113,104622.5243,2
0,5,1,26,1,0,101,103144.0189,2
1,6,3,25,3,0,74,80070.07858,2
0,5,1,25,1,0,76,67683.53796,1
1,6,5,25,1,0,59,104872.6817,2
0,5,2,26,2,0,126,82720.67597,2
1,6,2,26,1,0,112,109802.3467,2
0,5,1,25,1,0,108,120335.0132,3
1,6,2,25,1,0,70,100019.5751,2
1,6,5,25,1,0,80,88202.97566,2
0,5,3,26,3,1,84,106104.7176,2
1,6,4,25,2,0,109,92119.15078,2
1,6,5,26,1,0,98,110651.0822,2
1,6,3,25,2,1,155,122007.219,3
0,5,2,26,2,0,71,96377.71488,2
1,6,5,26,1,0,80,80452.93546,2
1,6,5,25,3,1,86,97827.27327,2
0,5,4,25,3,0,115,92391.76848,2
0,5,2,26,3,1,73,114577.4473,2
1,6,2,26,1,0,142,120805.8131,3
1,6,2,25,3,0,139,99479.37757,2
0,5,1,26,2,0,101,93623.32585,2
0,5,4,25,1,0,102,108878.0267,2
0,5,4,25,3,0,142,104117.1695,2
1,6,2,25,3,0,108,74415.6848,1
1,7,4,25,1,0,145,105867.2874,2
1,6,5,26,3,0,81,119842.6979,2
0,5,2,26,2,0,122,106076.7074,2
1,7,3,25,1,1,124,104996.1397,2
1,6,4,26,1,0,126,86292.83767,2
1,7,3,25,3,0,87,108850.7339,2
1,6,4,26,1,0,52,75316.25323,1
0,5,1,26,3,0,111,97050.74986,2
1,7,5,26,3,1,88,92864.47092,2
1,6,3,25,2,0,103,119188.543,2
0,5,2,25,2,0,43,102591.0787,2
1,6,3,26,1,0,108,101119.4244,2
1,8,1,25,1,0,126,78662.09655,1
1,6,2,25,2,0,115,90825.65102,2
1,8,5,26,2,0,72,129062.5708,3
1,8,5,26,2,0,109,105023.2689,2
1,6,5,26,3,0,98,118536.9895,2
1,6,5,25,1,0,68,114091.318,2
1,6,2,25,3,0,75,88928.95467,2
1,6,2,26,2,0,139,78733.86708,1
0,5,2,25,3,0,105,88430.01726,2
1,6,1,26,1,0,119,86046.55778,2
1,6,1,25,1,0,107,112914.6247,2
0,4,2,26,1,0,112,111485.2115,2
0,5,3,26,2,0,92,96535.66085,2
0,5,3,26,2,0,152,87536.02841,2
0,4,2,27,1,0,110,126564.5966,3
1,6,3,25,2,0,139,86552.10087,2
0,5,4,26,1,0,86,95654.58431,2
0,5,2,25,1,0,129,101881.1971,2
1,6,3,26,1,0,118,105651.5384,2
1,6,5,26,1,0,122,105950.9767,2
0,4,2,27,2,0,133,110739.7306,2
1,6,5,25,2,0,76,89767.49381,2
0,5,2,26,2,0,136,107905.9973,2
1,6,2,25,2,0,104,92973.97859,2
1,8,3,25,1,0,130,59898.73045,1
0,5,2,26,2,0,110,77971.40117,1
1,6,6,27,1,0,96,77243.72455,1
1,6,3,25,2,0,111,66849.93334,1
1,6,2,25,1,0,107,122119.8386,3
1,7,4,26,2,0,94,68073.96554,1
1,7,5,26,1,1,131,114576.7675,2
1,6,3,25,1,0,103,71773.73497,1
0,3,4,27,1,0,65,108088.6655,2
1,6,4,25,2,0,126,107415.387,2
0,5,3,26,1,0,81,102715.3685,2
1,6,4,26,1,0,19,91434.3904,2
0,5,2,26,1,0,86,104248.6833,2
1,6,6,26,3,0,59,103375.0943,2
0,5,2,25,2,1,96,80582.11299,2
0,5,5,25,1,0,148,94516.94331,2
1,7,3,25,1,0,92,98517.31642,2
1,7,6,26,1,0,75,103801.7523,2
1,6,3,25,1,0,103,129995.3024,3
0,4,2,25,2,0,111,100454.3988,2
0,4,4,25,1,0,94,122962.9988,3
1,8,4,26,1,1,101,103313.4508,2
0,5,3,26,3,0,94,99566.70905,2
1,6,6,26,2,0,142,75709.8054,1
0,5,2,26,2,0,120,104416.487,2
1,6,4,26,3,0,132,70788.15423,1
0,5,2,25,1,0,80,131046.0572,3
1,6,3,25,1,0,96,81945.7673,2
1,6,3,25,3,0,168,99401.80312,2
1,7,4,25,1,0,76,97584.22994,2
1,6,2,26,3,0,94,97259.10155,2
1,6,2,26,1,0,126,131256.5579,3
1,6,4,25,1,0,71,86801.99461,2
0,5,3,28,1,0,116,135768.8916,3
1,8,5,26,1,1,82,87265.90303,2
1,6,3,25,2,0,144,92705.88876,2
0,5,2,26,1,0,70,97347.0357,2
1,6,3,25,2,0,152,115695.3443,2
0,5,2,25,2,0,82,111616.1509,2
1,6,4,26,2,0,103,129772.2809,3
0,5,1,25,1,0,120,98473.32493,2
1,6,3,26,2,0,84,101730.8841,2
1,6,3,25,1,0,73,104047.6162,2
0,5,1,26,2,0,69,107996.6877,2
0,5,2,26,1,0,118,83264.91579,2
0,5,2,26,1,0,122,110463.7185,2
1,9,5,25,3,0,61,120349.4214,3
0,5,2,25,2,0,48,111398.1164,2
1,6,5,26,3,0,86,96419.03256,2
1,7,5,26,2,0,45,103571.7055,2
0,5,2,26,1,0,81,145054.9351,3
0,5,2,26,2,0,117,79769.64883,1
1,6,4,26,1,0,72,79841.44835,1
1,6,4,25,1,0,117,108987.5059,2
1,6,1,25,3,0,46,111882.6551,2
1,7,4,26,1,0,61,85228.01066,2
1,6,4,25,1,0,82,88871.26709,2
1,7,4,26,3,0,139,100154.0084,2
1,6,5,26,3,0,97,93058.38902,2
0,5,2,25,1,0,98,108265.7362,2
1,6,5,26,2,0,100,97940.20521,2
0,5,2,26,1,0,85,99734.79692,2
1,6,2,25,3,1,86,99244.78984,2
1,6,4,25,2,0,69,83842.74888,2
1,6,5,25,2,0,98,106649.2419,2
0,5,3,26,1,0,115,107019.5547,2
1,6,4,25,1,0,94,116393.0269,2
1,6,2,26,1,1,71,122242.8827,3
1,6,3,25,1,0,88,114910.8173,2
1,7,4,25,3,0,114,101814.4028,2
1,6,3,26,1,0,82,113274.4438,2
1,7,4,25,3,0,89,70353.92789,1
1,6,4,28,1,0,177,100245.4077,2
0,5,3,26,2,0,58,102024.7912,2
1,7,4,25,1,0,132,95394.98593,2
1,6,2,25,3,0,124,91935.6146,2
0,5,2,26,1,0,69,77632.00701,1
0,4,2,26,1,0,135,108898.6763,2
0,5,2,26,1,0,135,82516.42014,2
0,5,3,25,1,0,125,85287.79335,2
1,8,5,25,2,0,89,119717.2747,2
1,6,3,26,2,0,124,66423.4413,1
1,7,3,25,2,0,105,87860.00827,2
1,7,4,26,1,0,87,107804.186,2
1,7,4,25,1,0,111,76514.40169,1
1,6,2,26,1,0,82,92793.11347,2
1,6,6,26,1,1,122,99158.35553,2
0,5,2,26,2,0,70,112021.6384,2
1,6,2,25,1,0,118,134354.489,3
1,7,5,26,3,0,99,121842.5907,3
1,6,5,25,3,0,81,101783.0159,2
1,6,4,25,1,0,77,102280.0073,2
0,5,2,25,1,0,66,97912.0819,2
0,5,1,26,2,0,110,80608.75369,2
1,7,4,25,1,0,73,97694.09086,2
0,5,3,25,2,0,81,97050.08815,2
1,6,2,25,2,0,152,99246.96891,2
1,6,4,26,1,0,99,95756.604,2
0,5,2,26,2,0,92,86344.31025,2
1,6,4,26,1,0,121,105238.4513,2
1,6,3,25,1,0,122,103714.0577,2
0,5,3,26,3,0,101,92053.60068,2
1,7,4,26,2,1,126,95548.90299,2
1,6,2,25,2,0,94,79596.78984,1
1,6,3,26,2,0,125,93441.43232,2
0,5,2,25,3,0,116,94636.3246,2
1,6,2,25,2,0,71,93909.4044,2
1,6,3,26,1,0,128,90567.29968,2
1,7,5,26,2,0,41,109409.8501,2
1,6,3,25,2,0,96,97964.82583,2
1,7,6,26,3,0,96,95914.93464,2
0,5,2,26,1,0,77,131751.4698,3
1,7,4,26,1,0,50,71406.76283,1
0,5,3,25,1,0,77,101181.2656,2
1,7,5,26,2,0,68,92460.04718,2
0,5,3,26,1,1,94,77540.26765,1
1,7,3,25,1,0,80,111551.9623,2
1,6,3,25,1,0,71,107060.4376,2
1,6,3,25,1,0,42,107627.3073,2
0,5,2,26,2,1,117,121597.6182,3
1,6,3,25,3,0,72,127521.0723,3
1,6,4,25,3,0,127,119085.5854,2
1,7,4,25,1,0,118,79580.03739,1
1,7,5,26,1,1,135,122156.7957,3
1,7,5,26,3,0,132,113360.0704,2
1,6,3,25,2,0,62,104412.0202,2
1,6,3,25,2,0,84,113368.8804,2
1,7,4,26,3,0,106,85164.65304,2
1,6,2,27,2,0,76,91765.95595,2
1,6,5,25,1,1,102,76064.86287,1
1,7,4,25,3,0,116,73771.51157,1
1,6,5,25,1,0,115,99134.70576,2
1,7,5,26,2,0,124,115014.7629,2
1,6,2,25,1,1,79,98834.61652,2
0,5,2,26,3,0,125,119517.5098,2
0,5,4,26,1,0,117,119975.1527,2
1,6,2,26,1,1,72,86356.21209,2
1,6,3,26,3,0,74,109653.5074,2
0,5,2,26,2,0,75,66532.77147,1
0,5,3,25,2,0,93,111892.9851,2
0,5,2,26,3,0,95,118808.1582,2
1,7,2,25,2,0,96,106909.4804,2
1,6,4,26,1,0,105,88476.29121,2
0,5,2,27,1,0,76,107887.8883,2
1,6,1,25,2,1,84,80598.63836,2
0,5,3,25,3,0,93,95928.27607,2
1,6,3,25,1,0,81,73130.66838,1
1,6,5,25,1,0,107,114201.4493,2
1,6,4,26,1,0,88,107445.6663,2
1,6,5,25,1,0,102,112627.9769,2
1,8,6,26,2,0,92,97080.20387,2
0,5,2,25,1,0,77,102266.47,2
1,6,3,25,2,0,141,115479.6937,2
1,6,3,25,1,0,96,100202.165,2
0,5,2,26,3,0,104,67898.43493,1
1,6,4,26,3,0,97,68159.87897,1
1,6,5,26,3,0,37,95676.70155,2
1,7,4,25,3,0,78,75711.88596,1
0,5,2,26,2,0,113,126606.0972,3
1,6,5,25,2,0,118,95645.29399,2
1,6,2,26,1,0,87,99960.33257,2
1,7,5,26,1,0,86,90856.49013,2
0,5,3,26,2,0,92,82246.95089,2
1,6,3,26,3,0,112,86487.10651,2
1,7,1,26,1,0,117,96949.55191,2
0,5,2,25,3,1,89,101722.3743,2
0,5,1,26,1,0,92,122413.6657,3
1,7,4,26,3,0,116,94828.84845,2
1,6,4,26,3,1,80,133000.0069,3
1,6,2,25,1,0,76,100925.8426,2
1,6,2,25,2,1,116,100778.2487,2
1,6,5,25,1,0,122,105225.1687,2
0,5,3,25,1,0,113,93241.93702,2
1,7,6,27,1,0,96,97806.27736,2
1,6,2,26,3,0,94,125620.9211,3
0,5,3,26,2,0,84,90604.20889,2
0,5,1,26,2,0,90,93051.66864,2
1,7,5,26,1,0,148,95347.57798,2
1,8,5,25,1,0,65,88005.72274,2
1,6,2,26,1,0,46,80121.05318,2
1,6,2,25,1,0,97,106065.1579,2
1,6,2,26,3,0,121,102534.9606,2
1,8,5,26,2,0,122,111959.198,2
1,6,4,26,2,0,75,112519.3432,2
0,5,4,26,1,0,154,121545.8768,3
1,7,4,25,1,1,94,104593.4971,2
0,5,5,25,3,0,71,108703.5574,2
1,7,4,26,1,0,95,69541.51861,1
0,5,4,25,1,0,98,74906.09677,1
0,5,1,26,2,0,97,98580.55422,2
1,7,5,26,2,0,162,89905.95432,2
1,6,2,26,2,0,57,108519.8594,2
1,7,4,25,1,0,138,86564.98412,2
0,5,2,25,2,1,85,94247.1597,2
0,5,2,26,1,0,125,114421.9248,2
0,5,2,25,2,0,98,115327.1378,2
0,5,3,26,2,1,117,80923.04524,2
1,6,5,26,2,0,156,106069.9382,2
0,5,5,26,3,0,94,79975.33643,1
1,7,5,26,3,0,118,89975.85707,2
0,5,1,26,2,1,125,87158.77333,2
1,6,4,26,2,0,68,108333.2624,2
1,6,4,25,1,0,137,110788.0355,2
0,5,3,26,1,0,117,111881.0605,2
0,5,1,25,1,0,75,70730.22916,1
1,6,4,25,1,0,114,111026.4328,2
0,5,3,25,1,0,98,112928.9092,2
1,7,4,26,1,0,90,125263.8726,3
1,6,5,27,1,0,77,101586.0277,2
0,5,2,26,2,1,47,104607.6621,2
0,4,3,27,1,0,33,135119.2643,3
1,6,3,25,1,0,117,77828.61218,1
1,7,3,26,3,0,99,109580.9934,2
1,7,5,26,1,0,167,136672.3936,3
0,5,2,26,1,0,110,90858.62116,2
1,6,2,25,2,0,107,88267.69222,2
1,6,2,26,3,0,102,114086.6261,2
1,6,1,26,2,0,57,108104.1355,2
1,7,5,26,1,0,109,88350.4327,2
1,6,3,26,1,0,82,88830.31365,2
1,6,4,26,1,0,93,91518.49415,2
1,6,4,26,1,0,73,93942.28763,2
0,5,2,26,2,0,110,95012.78501,2
1,6,3,25,3,0,80,74164.45953,1
0,5,3,26,2,0,114,90286.76236,2
1,6,6,27,2,1,80,97168.76531,2
0,5,1,26,1,0,123,103274.8477,2
1,7,5,26,3,0,96,68594.52688,1
1,7,4,26,1,0,116,99600.67826,2
1,6,4,25,1,0,131,59909.10226,1
0,5,2,25,1,0,101,86130.44687,2
1,6,2,26,1,0,48,100716.9244,2
1,7,3,26,1,0,118,100620.5355,2
0,5,3,25,2,0,134,75415.45044,1
0,5,2,26,1,0,84,116654.1185,2
0,5,3,26,1,0,90,104342.0501,2
1,7,5,26,1,1,115,150765.3619,3
1,7,5,26,1,0,81,87899.7106,2
0,5,3,25,1,1,144,114396.4329,2
0,4,3,26,1,0,129,95852.36516,2
1,6,2,27,3,0,110,82819.85228,2
1,6,3,26,1,0,131,87679.77227,2
1,7,3,26,2,0,60,103660.0592,2
0,5,2,26,1,0,83,93094.20172,2
1,7,4,25,2,0,103,125169.3826,3
1,6,2,26,1,0,96,110313.431,2
1,6,2,26,2,0,114,103018.9979,2
1,7,5,26,1,0,101,89792.82863,2
0,5,3,25,1,0,109,67363.10933,1
1,6,4,25,1,1,69,98967.13758,2
0,5,2,26,3,0,119,100313.7789,2
1,7,4,26,3,0,112,105474.5543,2
1,6,2,25,1,0,118,108127.6163,2
0,5,2,26,1,0,52,95921.51185,2
1,6,5,26,2,0,104,79943.49106,1
1,6,2,25,1,0,74,111154.5007,2
0,5,3,26,2,0,107,118689.9526,2
1,6,1,26,2,1,90,118470.4132,2
1,6,5,25,3,0,109,97483.61901,2
1,6,3,26,1,0,57,112675.4485,2
0,5,3,26,1,0,67,95592.19583,2
1,7,4,25,1,0,87,101839.3391,2
1,6,4,26,1,1,107,102041.047,2
1,8,4,25,3,0,84,90757.46372,2
0,5,2,26,1,0,113,128179.484,3
0,5,2,25,1,0,104,101895.2181,2
0,5,1,27,3,0,103,115140.2856,2
0,5,3,26,1,0,131,115017.2871,2
0,5,2,26,1,0,98,98071.5247,2
1,7,5,26,2,0,136,84271.29857,2
0,5,2,26,3,0,108,83567.79748,2
0,5,2,25,1,0,139,119732.871,2
0,5,2,26,1,0,125,102136.9453,2
0,4,4,26,2,0,74,131872.8283,3
0,5,2,26,1,0,128,103829.113,2
0,5,2,25,1,0,81,115876.2753,2
1,7,3,25,1,0,70,98046.26029,2
1,6,5,26,2,0,106,95682.19648,2
0,3,4,25,2,0,98,100913.5718,2
1,6,2,25,1,0,105,101140.3381,2
1,6,5,26,1,0,130,113738.0735,2
0,5,4,25,2,0,92,109487.4158,2
1,6,3,26,1,0,113,120676.6515,3
1,6,2,26,2,0,139,117528.9897,2
1,7,4,26,3,0,99,124628.4129,3
0,5,2,26,1,0,112,86843.47315,2
0,5,2,26,2,0,83,124520.9264,3
1,6,4,26,2,0,111,98380.00435,2
1,7,4,26,3,0,71,130156.7391,3
1,6,4,26,1,0,64,98533.2862,2
0,5,2,26,1,0,132,91935.72556,2
1,6,3,25,1,0,136,113377.7733,2
0,5,3,25,1,0,69,97865.05777,2
1,6,2,26,1,0,74,95856.94613,2
0,5,2,26,2,0,101,76106.15021,1
0,5,3,26,3,0,54,102224.1452,2
